epoch,step,loss_total,loss_cds,loss_org,loss_pa,val_loss,val_acc_cds,val_acc_org,val_acc_pa,sps
73,47771,,,,,3.610558541988697,0.10343332865611374,0.1904325513196481,0.3940615835777126,
74,48428,,,,,3.611514469745222,0.10317479312703931,0.19116568914956011,0.3944281524926686,
75,49085,,,,,3.6112531308204896,0.10349171440993761,0.19024926686217009,0.39626099706744866,
76,49742,,,,,3.614184722522836,0.10329419974226756,0.19849706744868034,0.3947947214076246,
77,50399,,,,,3.6099865482000313,0.10401756787820121,0.187316715542522,0.39644428152492667,
78,51056,,,,,3.611375937713556,0.10372960264316577,0.1842008797653959,0.3979105571847507,
79,51713,,,,,3.6120853693254533,0.10354126880049182,0.1840175953079179,0.3971774193548387,
80,52370,,,,,3.608928396205399,0.10441330611662082,0.1935483870967742,0.4004765395894428,
81,53027,,,,,3.6091834747196994,0.10405640998893469,0.1875,0.4008431085043988,
82,53684,,,,,3.612490830882903,0.10364461872082127,0.19941348973607037,0.39204545454545453,
83,54341,,,,,3.6167346336974426,0.10352518488693971,0.1842008797653959,0.39571114369501464,
84,54998,,,,,3.609223934562325,0.10438647515023035,0.18823313782991202,0.3909457478005865,
85,55655,,,,,3.6085755982357037,0.10445571513272975,0.1810850439882698,0.39332844574780057,
86,56312,,,,,3.6088171484183706,0.104581830498716,0.19886363636363635,0.39314516129032256,
87,56969,,,,,3.608920745835626,0.1041635472294697,0.20417888563049855,0.39314516129032256,
88,57626,,,,,3.6054681973023848,0.10486787678318814,0.18896627565982405,0.4001099706744868,
89,58283,,,,,3.607374737339635,0.10466897223811171,0.1909824046920821,0.3951612903225806,
89,58283,,,,,3.6068820928898027,0.10466672004339807,0.18933284457478006,0.3966275659824047,
90,58940,,,,,3.6033988362533256,0.10532548877784759,0.19318181818181818,0.39607771260997066,
91,59597,,,,,3.6063433193391368,0.10488528768119575,0.1970307917888563,0.3951612903225806,
92,60254,,,,,3.6058006660679567,0.10501382960405342,0.19941348973607037,0.4004765395894428,
93,60911,,,,,3.6056062451555584,0.1052279519873106,0.18328445747800587,0.39644428152492667,
94,61568,,,,,3.606273959459098,0.10521175299396962,0.19483137829912023,0.3946114369501466,
95,62225,,,,,3.607782297470003,0.10509121044377777,0.19226539589442815,0.39607771260997066,
96,62882,,,,,3.606989379852049,0.10541345914306878,0.20142961876832843,0.39626099706744866,
97,63539,,,,,3.604547544658359,0.10580016318107804,0.19629765395894427,0.3980938416422287,
97,63539,,,,,3.604472014911014,0.10553191851311065,0.1937316715542522,0.39571114369501464,
98,64196,,,,,3.6026592499349825,0.10574170516099224,0.18493401759530792,0.3951612903225806,
99,64853,,,,,3.6040631773884346,0.10552667507415643,0.187316715542522,0.3979105571847507,
100,65510,,,,,3.6058698668857474,0.1055278117956916,0.19794721407624633,0.39937683284457476,
101,66167,,,,,3.6017166757164114,0.10560627677682732,0.1999633431085044,0.3949780058651026,
102,66824,,,,,3.605476316818394,0.10561580781734758,0.1909824046920821,0.3966275659824047,
103,67481,,,,,3.6009687797065353,0.10587839520047487,0.18603372434017595,0.4006598240469208,
104,68138,,,,,3.605918439252635,0.10553954447731594,0.1972140762463343,0.4006598240469208,
105,68795,,,,,3.6017292220571524,0.10597764080133606,0.1904325513196481,0.3979105571847507,
106,69452,,,,,3.604231257242891,0.10595903643939503,0.19941348973607037,0.39937683284457476,
107,70109,,,,,3.603203263450578,0.10588516049698825,0.19813049853372433,0.39571114369501464,
108,70766,,,,,3.599810517778145,0.10649774486849035,0.42686950146627567,0.3968108504398827,
109,71423,,,,,3.595179313089141,0.10665744907411137,0.6440004887731194,0.40285923753665687,
110,72080,,,,,3.5958880630056878,0.10673458621867242,0.6663611925854361,0.40524193548387094,
111,72737,,,,,3.5971613625976695,0.1062272086826937,0.6243890518229728,0.4032258064516129,
112,73394,,,,,3.5951544822485917,0.10716845084233018,0.44593108504398826,0.3999266862170088,
113,74051,,,,,3.596889982824801,0.10665460606037347,0.34420821114369504,0.3977272727272727,
113,74051,,,,,3.603111545710969,0.10568377409468997,0.37023460410557185,0.39644428152492667,
114,74708,,,,,3.6002045579669764,0.10662727215248119,0.66232893452092,0.4078079178885631,
115,75365,,,,,3.5957757496763882,0.1064960344140131,0.6540811339344097,0.40597507331378296,
116,76022,,,,,3.595300797493227,0.10672944966605331,0.6874389051954068,0.4041422287390029,
117,76679,,,,,3.5962454440656644,0.10678206935328298,0.6550586510263929,0.40542521994134895,
118,77336,,,,,3.594890180221401,0.10676326023693308,0.6444281524926686,0.40762463343108507,
119,77993,,,,,3.5954346111443036,0.10661349762941211,0.6590298142863159,0.40634164222873903,
120,78650,,,,,3.595245173599713,0.10698870213325422,0.6527981427320637,0.40579178885630496,
121,79307,,,,,3.594199349803309,0.10695900908422784,0.6359970674486803,0.4045087976539589,
122,79964,,,,,3.596110963401906,0.10711207498640608,0.6493157380399815,0.40524193548387094,
123,80621,,,,,3.593699610128431,0.10695182750564167,0.6383186705913012,0.40524193548387094,
124,81278,,,,,3.593162986540025,0.10706089893110161,0.6292155425219942,0.4037756598240469,
125,81935,,,,,3.591817022069109,0.1070470866088993,0.6720430107672544,0.40707478005865105,
126,82592,,,,,3.593195615625801,0.10699638916053905,0.6733260019696004,0.4037756598240469,
127,83249,,,,,3.5921876420023855,0.10736130005912173,0.6689271749901282,0.4079912023460411,
128,83906,,,,,3.592372411506966,0.1072517325528119,0.6830400782159347,0.40982404692082114,
129,84563,,,,,3.593379730702845,0.1073893957124078,0.6729594330546443,0.4035923753665689,
130,85220,,,,,3.596725442192771,0.10696128318823678,0.6531647116470197,0.40524193548387094,
131,85877,,,,,3.593225120449346,0.10771425207120931,0.6354472140762464,0.4034090909090909,
132,86534,,,,,3.58962851116035,0.10768327443611936,0.6694770283625622,0.40505865102639294,
133,87191,,,,,3.5916079181380285,0.10744641127496346,0.662512218978398,0.4032258064516129,
134,87848,,,,,3.5907821137884146,0.10731399614811818,0.6752199413489736,0.40285923753665687,
135,88505,,,,,3.5903943119860116,0.1078334714387082,0.6707600195649083,0.4043255131964809,
136,89162,,,,,3.5898885136126073,0.10765520524768886,0.6835899315883687,0.40542521994134895,
